movie_id,movie_name,director,star,genre
tt14513804,Captain America: New World Order,Julius Onah,Harrison Ford#Tim Blake Nelson#Anthony Mackie#Danny Ramirez,sci-fi
tt13433802,A Quiet Place: Day One,Michael Sarnoski,Lupita Nyong'o#Joseph Quinn#Alex Wolff,sci-fi
tt1757678,Avatar 3,James Cameron,Michelle Yeoh#Zoe Saldana#Sam Worthington#Oona Chaplin,sci-fi
tt18259086,Sonic the Hedgehog 3,Jeff Fowler,Idris Elba#James Marsden#Ben Schwartz#Colleen O'Shaughnessey,sci-fi
tt10671440,Blade,Yann Demange,Mahershala Ali#Delroy Lindo#Aaron Pierre,sci-fi
tt11389872,Kingdom of the Planet of the Apes,Wes Ball,Dichen Lachman#Kevin Durand#Freya Allan#William H. Macy,sci-fi
tt12037194,Furiosa,George Miller,Anya Taylor-Joy#Tom Burke#Chris Hemsworth#Daniel Webber,sci-fi
tt12299608,Mickey 17,Bong Joon Ho,Robert Pattinson#Toni Collette#Naomi Ackie#Mark Ruffalo,sci-fi
tt11057302,Madame Web,S.J. Clarkson,Sydney Sweeney#Emma Roberts#Dakota Johnson#Isabela Merced,sci-fi
tt11655566,Lilo & Stitch,Dean Fleischer Camp,Chris Sanders,sci-fi
tt0427340,Masters of the Universe,Aaron Nee#Adam Nee,Kyle Allen,sci-fi
tt16360004,Spider-Man: Beyond the Spider-Verse,Joaquim Dos Santos#Kemp Powers#Justin K. Thompson,Shameik Moore,sci-fi
tt4900148,Elio,Adrian Molina,America Ferrera#Yonas Kibreab,sci-fi
tt4671296,The Magnificent Raiders of Dimension War One,Dante D'Anthony,Tom Sizemore#Bai Ling#Gigi Edgley#Robert LaSardo,sci-fi
tt19845348,El Muerto,Jonás Cuarón,Bad Bunny,sci-fi
tt10826352,Orbital One,,,sci-fi
tt11144724,Dark Alien Visions,Arthur Springer,Monique LeClair#Nova Lee LeClair#Lisa Daniels#Hoke Hayes,sci-fi
tt13487430,The Moon Is a Hologram,Selene Kapsaski,Ciaron Davies#Rahel Kapsaski#Robyn Adams#Selene Kapsaski,sci-fi
tt26426786,Half-Life: Ravenholm,Jonathon Glickman,Carl Dobson#Dan McGee#Wayne Reid,sci-fi
tt25730172,Escape from the Metaverse,Matthew Cooper,,sci-fi
tt18482838,In Unison,Jeff Lukeski,Jeff Lukeski#Paul Worley#Kristina Hollaway#Kenneth Davenport,sci-fi
tt11858066,Perfect,Olivia Wilde,Thomasin McKenzie#Mckenna Grace,sport
tt10826586,Touch,Lauren Sesselmann,,sport
tt11315808,Joker: Folie à Deux,Todd Phillips,Zazie Beetz#Brendan Gleeson#Joaquin Phoenix#Catherine Keener,thriller
tt13433802,A Quiet Place: Day One,Michael Sarnoski,Lupita Nyong'o#Joseph Quinn#Alex Wolff,thriller
tt1757678,Avatar 3,James Cameron,Michelle Yeoh#Zoe Saldana#Sam Worthington#Oona Chaplin,thriller
tt1197627,National Treasure 3,Ray Gaspard,,thriller
tt12037194,Furiosa,George Miller,Anya Taylor-Joy#Tom Burke#Chris Hemsworth#Daniel Webber,thriller
tt8080204,Hypnotic,Robert Rodriguez,Ben Affleck#William Fichtner#Alice Braga#Jeff Fahey,thriller
tt9603208,Mission: Impossible - Dead Reckoning - Part Two,Christopher McQuarrie,Nick Offerman#Tom Cruise#Rebecca Ferguson#Vanessa Kirby,thriller
tt13818368,Fighter,Siddharth Anand,Deepika Padukone#Hrithik Roshan#Anil Kapoor#Akshay Oberoi,thriller
tt14364480,Knives Out 3,Rian Johnson,Daniel Craig,thriller
tt22525332,Untitled M. Night Shyamalan Project,M. Night Shyamalan,,thriller
tt23468450,Longlegs,Oz Perkins,Nicolas Cage#Maika Monroe,thriller
tt8542964,Sleeping Dogs,Adam Cooper,Russell Crowe,thriller
tt22939186,Sand and Stones,Benjamin Brewer,Nicolas Cage#Jaeden Martell#Maxwell Jenkins#Sadie Soverall,thriller
tt24017338,Save Me,Pascal Payant,Cody John#Kiri Hartig#Robert Lewis Stephenson#Valerie La Rose,thriller
tt8679660,Anna,James Strong,Maxine Peake#Ciarán Hinds#Jason Isaacs#Naomi Battrick,thriller
tt11230960,Kaithi 2,Lokesh Kanagaraj,Karthi#Arjun Das#Harish Uthaman#Narain,thriller
tt11821912,NTR 30,Koratala Siva,N.T. Rama Rao Jr.#Janhvi Kapoor#Koushik Mahata,thriller
tt23774544,The Borrowing,Jason M. Koch,Rolando Davila-Beltran,thriller
tt26446278,Le Comte de Monte-Cristo,Alexandre de La Patellière#Matthieu Delaporte,Pierre Niney,thriller
tt15839080,Black Friday,Justin Groetsch,Ryan Whitney#Miko Hughes#Jake T. Austin#Sydney Morgan,thriller
tt20873898,BRBS,John Swab,,thriller
tt17504980,Deadly Games,Ojan Missaghi,Nazlie Mojiri#Vanessa Angel#Gilles Marini#Emelina Adams,thriller
tt17671748,Reapers Night,Justin Groetsch,Kristy Swanson#David Koechner#Miko Hughes#Dante Basco,thriller
tt10826608,Redland,,,thriller
tt16915540,Careful How You Play,Shannon Marie Guthrie,,thriller
tt22488840,Into Pitch Black,Mark Schoonmaker,Garrett Hines,thriller
tt10305256,Alone in the Night,Joe Hammerstone,Kaylee Williams#Joe Hammerstone#Casey Lee McIntosh#Cory Kays,thriller
tt15090554,Dual,Mark Schoonmaker,Johanna Watts#Steve Wilcox#Garrett Hines#Jamie Pasquinelli,thriller
tt14708272,Blood Streams,Derek Wayne Johnson,Yuji Okumoto#Andre Gower#Ryan Lambert#Han Soto,thriller
tt15352048,Reloaded 2,George Tounas,Lili Rich#George Tounas#Joanna Kalafatis#Karel Curras,thriller
tt23750558,A Womanizer's Fate,Tez Dixon,Tuesday Knight#Tez Dixon#Maham Abid#Stephanie Falciano,thriller
tt26599758,Cutter,Ron Scalpello,,thriller
tt16653984,Secret Invasion Stop Motion,Mario Durán Araujo,Richard Croxford#James R. Baylis#Amelia Forsyth-Smith#Derek Good,thriller
tt15294074,On a Night Like Tonight,,,thriller
tt1428450,Lady and a Gun,Thadd Turner,Thadd Turner#Wyatt Turner,thriller
tt13810170,Unseen Lives,Matt E Hudson,Matt E Hudson,thriller
tt26658708,Sloan,Bob Garlen,,thriller
tt15381550,Alone with the Darkest of Minds,Brogan McMorrow,Brogan McMorrow#Jordan Love#Christopher McKay#Bella Valentini,thriller
tt14643262,Noda Hitam Dalam Pelukan,Dom Dharmo#Revo Marty,,thriller
tt4722978,The Last Saint of Market Street,,,thriller
tt18482838,In Unison,Jeff Lukeski,Jeff Lukeski#Paul Worley#Kristina Hollaway#Kenneth Davenport,thriller
tt13932520,From Deep in the Realm,,,thriller
tt19767938,Atrás De La Sombra,Alfonso Quijada,,thriller
tt26702263,The Twelvemile,Brian Parks,Lilly Leann Wright,thriller
tt26736843,The Watchers,Ishana Shyamalan,,thriller
tt26744435,Il était une fois... Another French Movie,Aurélien Harzoune,Armelle Deutsch#Georges D'Audignon#Gilles Morvan#Damas Roy,thriller
tt5177120,The Ministry of Ungentlemanly Warfare,Guy Ritchie,Henry Cavill#Alan Ritchson#Eiza González#Cary Elwes,war
tt18712694,The Lights,Douglas Kyle,Jim Currie#Douglas Kyle#Josh Currie#Andrew Kyle,war
