"movie_id","movie_name","year","certificate","runtime","rating","director","star","votes","gross(in $)"
"tt1147518","Doraemon: Nobita's Great Adventure into the Underworld","1984","-","97 min","7","Tsutomu Shibayama","Nobuyo Ôyama#Noriko Ohara#Michiko Nomura#Kaneta Kimotsuki","315","-"
"tt22491016","Unify","-","-","-","-","Jonathan Hopkins","Olga Kurylenko","-","-"
"tt4622340","Curious George 3: Back to the Jungle","2015","G","81 min","5.5","Phil Weinstein","Frank Welker#Jeff Bennett#Gwendoline Yeo#John Goodman","629","-"
"tt2936390","Battle Drone","2018","PG-13","93 min","4.9","Mitch Gould","Sury Patel#Borislav Sarandev#Louis Mandylor#Natassia Malthe","3422","-"
"tt3201722","Lumberjack Man","2015","R","105 min","4.3","Josh Bear","Michael Madsen#Ciara Flynn#Jarrett King#Brina Palencia","1347","-"
"tt5361326","The Ninth Passenger","2018","R","76 min","3.1","Corey Large","Jesse Metcalfe#Alexia Fast#Veronica Dunne#Tom Maden","771","-"
"tt11173416","The Inferno","-","-","-","-","Neill Blomkamp","Taylor Kitsch","-","-"
"tt7554008","Deathstroke","-","-","-","-","Gareth Evans","-","-","-"
"tt0046066","Mesa of Lost Women","1953","Approved","70 min","2.7","Ron Ormond#Herbert Tevos","Jackie Coogan#Allan Nixon#Richard Travis#Lyle Talbot","1766","-"
"tt11246434","Lethal Virus","2021","-","87 min","1.7","Daniel Hernández Torrado","Christian Stamm#Loretta Hope#Ramon Álvarez#Tomás Paredes","929","-"
"tt7994070","Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion","2018","-","104 min","6.2","Wataru Takahashi","Akiko Yajima","287","-"
"tt0110022","The Hidden II","1993","R","93 min","3","Seth Pinsker","Raphael Sbarge#Kate Hodge#Jovin Montanaro#Christopher Murphy","1485","-"
"tt18454132","Amityville in Space","2022","-","-","3.7","Mark Polonia","Titus Himmelberger#Cassandra Hayes#Jeff Kirkendall#Tim Hatch","78","-"
"tt3949658","The Similars","2015","-","89 min","5.9","Isaac Ezban","Gustavo Sánchez Parra#Cassandra Ciangherotti#Fernando Becerril#Humberto Busto","4186","-"
"tt0297416","Superman","1987","-","123 min","3.8","B. Gupta","Puneet Issar#Sonia Sahni#Dharmendra#Shakti Kapoor","372","-"
